Crop,Growth_Stage,Soil_Type,N,P,K,pH,Recommended_Fertilizer
Brinjal,Seedling,Sandy Loam,31,12.4,12.6,6.73,Cow Manure Compost
Brinjal,Vegetative,Sandy Loam,79.9,28.5,42.8,7.05,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Vegetative,Sandy Loam,80.3,23.5,31.9,6.26,Neem Cake
Brinjal,Fruiting,Black Soil,45.8,36.4,87.6,7.47,Wood Ash (Organic Potash)
Brinjal,Vegetative,Reddish Soil,70,26.3,40.5,6.05,Vermicompost
Brinjal,Seedling,Sandy Loam,28.8,15.3,13,6.65,Vermicompost
Brinjal,Flowering,Sandy Loam,60.1,46.3,52.2,6.82,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Fruiting,Black Soil,58.4,30.4,68.3,7.43,Vermicompost
Brinjal,Fruiting,Black Soil,60,38.9,89.7,6.78,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Flowering,Reddish Soil,61.4,31.1,37.8,6.62,Bone Meal
Brinjal,Flowering,Sandy Loam,63.4,30.1,53.5,6.31,Bone Meal
Brinjal,Seedling,Sandy Loam,27.5,18.4,22,6.61,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Fruiting,Sandy Loam,47.2,30.8,78.4,7,Cow Manure Compost
Brinjal,Seedling,Reddish Soil,23,13.7,17.5,6.73,Cow Manure Compost
Brinjal,Fruiting,Sandy Loam,61.1,32.4,79.5,6.93,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Seedling,Black Soil,21.6,18.8,15.1,7.18,Cow Manure Compost + Urea (46% N) (small dose)
Brinjal,Seedling,Black Soil,31.4,15.9,12.9,7.17,Cow Manure Compost
Brinjal,Seedling,Sandy Loam,20.2,16.2,16.2,7.06,Vermicompost + Urea (46% N) (small dose)
Brinjal,Vegetative,Black Soil,61.2,20.4,40.5,6.63,Neem Cake
Brinjal,Seedling,Black Soil,31.5,11.1,24.7,6.88,Vermicompost
Brinjal,Seedling,Reddish Soil,33.4,17.6,15,6.74,Jeevamrut
Brinjal,Vegetative,Reddish Soil,67.2,24.2,30,6.81,Neem Cake
Brinjal,Seedling,Sandy Loam,26.5,11.9,22.2,7,Cow Manure Compost
Brinjal,Seedling,Black Soil,28.7,11.2,10.5,6.55,Jeevamrut
Brinjal,Flowering,Reddish Soil,53.3,30.9,50.6,6.25,Seaweed Extract + Bone Meal
Brinjal,Vegetative,Black Soil,69,29.5,28.4,6.85,Neem Cake
Brinjal,Flowering,Black Soil,63.6,46.5,37.9,6.66,Seaweed Extract
Brinjal,Flowering,Sandy Loam,52.1,46.3,35.8,6.86,Seaweed Extract
Brinjal,Vegetative,Black Soil,77.4,37.8,36.4,7.13,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Flowering,Sandy Loam,55.4,35.7,40.4,7.06,Bone Meal
Brinjal,Seedling,Sandy Loam,32.2,19.9,15.8,6.25,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Seedling,Sandy Loam,29.3,11.1,12.3,6.64,Cow Manure Compost
Brinjal,Vegetative,Black Soil,70.4,37.9,44.3,6.94,Neem Cake + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Flowering,Reddish Soil,54.2,34.6,40.6,6.13,Seaweed Extract
Brinjal,Seedling,Sandy Loam,21.1,11.9,21.6,7.04,Cow Manure Compost + Urea (46% N) (small dose)
Brinjal,Seedling,Black Soil,26.6,12.8,18.4,6.85,Jeevamrut
Brinjal,Fruiting,Black Soil,46.3,34.3,67.2,6.97,Wood Ash (Organic Potash)
Brinjal,Seedling,Reddish Soil,25.5,18.4,18.3,6.9,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Seedling,Black Soil,28,12,12.5,7.42,Vermicompost
Brinjal,Fruiting,Black Soil,50.1,32.3,85.3,6.69,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Fruiting,Sandy Loam,51.4,37.2,88.2,6.87,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Fruiting,Reddish Soil,54.1,25.6,86.4,6.01,Cow Manure Compost
Brinjal,Vegetative,Sandy Loam,76.1,24.1,28.1,7.08,Vermicompost
Brinjal,Flowering,Sandy Loam,52.1,46.9,49.7,6.41,Bone Meal
Brinjal,Vegetative,Sandy Loam,62.6,33.4,42.9,6.26,Neem Cake
Brinjal,Vegetative,Black Soil,87.9,20.5,38.9,7.23,Neem Cake
Brinjal,Fruiting,Sandy Loam,50.7,35.1,75.9,7.01,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Fruiting,Sandy Loam,61.2,25.9,68.9,6.48,Cow Manure Compost
Brinjal,Vegetative,Sandy Loam,73.4,25.5,32.9,6.59,Seaweed Extract
Brinjal,Fruiting,Black Soil,53,32,83.2,7.3,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Seedling,Black Soil,26,16.7,16.8,7.25,Jeevamrut + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Seedling,Reddish Soil,29.2,14.1,10.6,6.35,Cow Manure Compost
Brinjal,Flowering,Sandy Loam,52.5,49.6,42.9,6.43,Seaweed Extract
Brinjal,Flowering,Reddish Soil,53.8,48,48.5,6.63,Bone Meal
Brinjal,Fruiting,Black Soil,46.8,44,67.8,6.84,Cow Manure Compost
Brinjal,Vegetative,Reddish Soil,80.7,22.5,32.1,6.59,Neem Cake
Brinjal,Seedling,Reddish Soil,21,15.5,22.6,7,Jeevamrut + Urea (46% N) (small dose)
Brinjal,Fruiting,Black Soil,60.6,32.8,77.4,7.41,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Seedling,Black Soil,33.6,17.6,20.1,6.8,Jeevamrut + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Vegetative,Sandy Loam,66.7,23.8,33.6,6.86,Neem Cake
Brinjal,Fruiting,Black Soil,47.6,35.9,76.4,6.59,Vermicompost
Brinjal,Vegetative,Black Soil,66.1,36.5,36.2,6.55,Seaweed Extract
Brinjal,Flowering,Reddish Soil,58.1,43.6,43.4,6.96,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Vegetative,Reddish Soil,88,21,29.2,6.57,Neem Cake
Brinjal,Fruiting,Sandy Loam,54.9,43.3,74.7,6.65,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Flowering,Reddish Soil,53.8,41.5,39.3,6.86,Vermicompost
Brinjal,Vegetative,Black Soil,80.8,33.2,25.8,6.87,Vermicompost
Brinjal,Seedling,Sandy Loam,26.3,15.1,17.2,6.47,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Fruiting,Black Soil,55.8,26.5,60.5,6.6,Wood Ash (Organic Potash)
Brinjal,Fruiting,Sandy Loam,61.9,39.6,78.3,7.02,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Flowering,Reddish Soil,69,46.8,49.4,6.08,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Flowering,Sandy Loam,67.2,34.6,39.4,6.4,Seaweed Extract
Brinjal,Fruiting,Black Soil,54.4,34.8,85.4,7.33,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Flowering,Black Soil,52.9,45.2,45,7.41,Seaweed Extract
Brinjal,Flowering,Sandy Loam,56.1,47.3,50.6,7.13,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Vegetative,Sandy Loam,68.1,35.4,42.7,6.42,Neem Cake + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Vegetative,Sandy Loam,73.9,29.4,42.5,6.96,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Fruiting,Reddish Soil,51.7,29.2,69.4,6.18,Vermicompost
Brinjal,Flowering,Reddish Soil,62.3,36.7,51.4,6.04,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Vegetative,Sandy Loam,76.7,35.7,35.8,6.52,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Vegetative,Reddish Soil,88.9,37.8,30.4,6.82,Vermicompost
Brinjal,Vegetative,Reddish Soil,85.3,26.1,33.6,6.47,Seaweed Extract
Brinjal,Flowering,Reddish Soil,63,32.3,45.7,6.44,Bone Meal
Brinjal,Flowering,Sandy Loam,53.3,49.6,37.2,7.13,Vermicompost
Brinjal,Seedling,Black Soil,24.7,15,21.9,7.24,Cow Manure Compost
Brinjal,Fruiting,Reddish Soil,63.9,34.8,70.3,6.92,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Fruiting,Black Soil,48,30.7,71.3,7.26,Wood Ash (Organic Potash)
Brinjal,Fruiting,Sandy Loam,57,30.3,75.8,6.72,Vermicompost
Brinjal,Vegetative,Sandy Loam,68.8,20.3,29.4,6.48,Seaweed Extract
Brinjal,Vegetative,Reddish Soil,64.6,23.7,32.3,6.43,Vermicompost
Brinjal,Seedling,Black Soil,32.1,18.5,15.9,6.55,Jeevamrut + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Flowering,Sandy Loam,55.3,40.4,44,6.21,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Flowering,Sandy Loam,57.9,49.2,43.3,6.8,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Fruiting,Reddish Soil,51.5,37.5,61.7,6.02,Wood Ash (Organic Potash)
Brinjal,Seedling,Reddish Soil,34.2,10,13.6,6.94,Vermicompost
Brinjal,Seedling,Reddish Soil,28,16,15.5,6.81,Vermicompost
Brinjal,Fruiting,Sandy Loam,54.4,44.1,63.5,7.15,Wood Ash (Organic Potash)
Brinjal,Flowering,Reddish Soil,62.2,38.1,39.5,6.26,Seaweed Extract
Brinjal,Flowering,Reddish Soil,69.7,48.9,38.9,6.88,Bone Meal
Brinjal,Flowering,Reddish Soil,64.1,39.1,45.8,6.85,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Flowering,Black Soil,59,39.2,36.5,7.17,Vermicompost
Brinjal,Seedling,Reddish Soil,30,18.9,16.9,6.61,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Seedling,Sandy Loam,34.5,17.5,22.2,6.23,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Vegetative,Reddish Soil,88.3,38.6,29.1,6.36,Seaweed Extract
Brinjal,Vegetative,Reddish Soil,88.3,30.4,38.5,6.78,Neem Cake + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Fruiting,Black Soil,53.4,42.1,85.7,6.6,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Flowering,Sandy Loam,56.2,32,40.4,7.03,Seaweed Extract
Brinjal,Fruiting,Reddish Soil,57.1,28.3,82.1,6.3,Cow Manure Compost
Brinjal,Seedling,Black Soil,30.9,11.2,14.5,7.03,Vermicompost
Brinjal,Fruiting,Reddish Soil,46.9,40.4,82.4,6.31,Vermicompost
Brinjal,Flowering,Black Soil,61.9,35.5,35.5,7.24,Vermicompost
Brinjal,Fruiting,Black Soil,56.9,29.2,63.5,7.47,Vermicompost
Brinjal,Fruiting,Reddish Soil,53.2,29.6,64.1,6.2,Cow Manure Compost
Brinjal,Seedling,Black Soil,31.1,15.5,23.3,7.05,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Vegetative,Reddish Soil,76.2,33.5,39.1,6.96,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Seedling,Reddish Soil,28.6,17.5,15.7,6.3,Jeevamrut
Brinjal,Flowering,Black Soil,59.2,40,36.4,7.18,Seaweed Extract
Brinjal,Fruiting,Black Soil,57.5,30.1,84.1,7.32,Wood Ash (Organic Potash)
Brinjal,Flowering,Black Soil,66.3,41.8,39.2,6.74,Vermicompost
Brinjal,Seedling,Black Soil,20.1,14.8,11.8,6.81,Vermicompost + Urea (46% N) (small dose)
Brinjal,Vegetative,Sandy Loam,74.1,38.8,28.7,7.18,Neem Cake
Brinjal,Flowering,Reddish Soil,60.5,38.1,46.8,6.09,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Seedling,Black Soil,24.7,16.4,15.3,6.65,Cow Manure Compost
Brinjal,Vegetative,Black Soil,80.9,21.7,42.3,6.98,Neem Cake
Brinjal,Seedling,Reddish Soil,28.3,11.1,11.9,6.53,Jeevamrut
Brinjal,Vegetative,Sandy Loam,89.8,31.1,28.4,6.52,Neem Cake
Brinjal,Flowering,Sandy Loam,63.2,36.5,44.6,6.82,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Fruiting,Sandy Loam,54.4,39.4,75.9,6.6,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Flowering,Black Soil,68.3,36.7,54,7.03,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Seedling,Black Soil,22.7,13.9,24.2,6.64,Cow Manure Compost
Brinjal,Fruiting,Sandy Loam,49,31.2,61.3,6.83,Wood Ash (Organic Potash)
Brinjal,Seedling,Sandy Loam,20.4,16.1,15.9,6.5,Vermicompost + Urea (46% N) (small dose)
Brinjal,Flowering,Black Soil,67.5,34.7,39.2,7.24,Bone Meal
Brinjal,Vegetative,Black Soil,86.1,23.6,44,6.72,Vermicompost
Brinjal,Seedling,Reddish Soil,31.1,14.5,24.8,6.05,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Seedling,Black Soil,31.9,19.4,19.3,7.24,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Vegetative,Black Soil,70,31.4,43.2,6.51,Neem Cake + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Fruiting,Sandy Loam,46.3,33,60.7,6.53,Cow Manure Compost
Brinjal,Seedling,Sandy Loam,28.8,14.5,22.9,7.16,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Fruiting,Reddish Soil,51.4,39.9,89.1,6.44,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Seedling,Reddish Soil,26.2,12.2,24.5,6.13,Vermicompost
Brinjal,Fruiting,Black Soil,51.7,25.4,72,7.05,Vermicompost
Brinjal,Flowering,Reddish Soil,56.7,41.4,52.2,6.08,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Seedling,Black Soil,22.8,17.6,17.1,6.73,Vermicompost
Brinjal,Flowering,Sandy Loam,50.6,32.6,52.7,6.95,Bone Meal
Brinjal,Fruiting,Sandy Loam,61.7,28.3,85.6,6.89,Wood Ash (Organic Potash)
Brinjal,Flowering,Reddish Soil,55.1,33.8,48.4,6,Bone Meal
Brinjal,Flowering,Sandy Loam,53.2,41.9,46.9,6.36,Vermicompost
Brinjal,Vegetative,Black Soil,68,30.1,40.6,7.36,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Flowering,Black Soil,52,42.5,43.9,7.28,Seaweed Extract
Brinjal,Seedling,Black Soil,22.8,10.8,16.5,7.16,Cow Manure Compost
Brinjal,Seedling,Reddish Soil,21.2,18.8,11.2,6.71,Jeevamrut + Urea (46% N) (small dose)
Brinjal,Vegetative,Sandy Loam,88.9,31.8,34.4,6.77,Neem Cake + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Fruiting,Black Soil,57.4,35.2,76.4,6.86,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Vegetative,Black Soil,73.3,31.5,44.7,6.74,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Seedling,Sandy Loam,26,17.4,18.7,6.59,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Vegetative,Reddish Soil,84.1,21.3,38.9,6.57,Seaweed Extract
Brinjal,Flowering,Sandy Loam,50.6,43.8,44.6,6.32,Vermicompost
Brinjal,Fruiting,Black Soil,53,26,74.9,6.62,Vermicompost
Brinjal,Fruiting,Black Soil,64.3,34,64.3,6.89,Vermicompost
Brinjal,Vegetative,Sandy Loam,75.5,30.1,28,6.3,Vermicompost
Brinjal,Seedling,Black Soil,31.6,13.4,19.4,6.69,Cow Manure Compost
Brinjal,Vegetative,Reddish Soil,86,32.5,38.4,6.13,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Flowering,Black Soil,66.9,38.9,49.2,7.23,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Seedling,Reddish Soil,33.8,12.7,15.6,6.57,Vermicompost
Brinjal,Fruiting,Sandy Loam,50.5,36,64.3,6.33,Vermicompost
Brinjal,Flowering,Black Soil,58,48.9,43.1,7.27,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Vegetative,Sandy Loam,73.6,24.2,25.1,6.44,Neem Cake
Brinjal,Fruiting,Sandy Loam,49.2,42.7,78.5,6.63,Cow Manure Compost
Brinjal,Fruiting,Reddish Soil,53.4,42.9,89.5,6.64,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Fruiting,Black Soil,53.1,31.7,74.8,7.07,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Flowering,Black Soil,53.8,36.1,36.9,6.64,Bone Meal
Brinjal,Flowering,Sandy Loam,62.1,42.5,47.8,6.83,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Flowering,Reddish Soil,50.9,40.9,41.8,6.47,Seaweed Extract
Brinjal,Seedling,Reddish Soil,28.9,15.4,24.5,6.48,Jeevamrut + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Flowering,Black Soil,52.4,41.6,53.6,7,Vermicompost
Brinjal,Fruiting,Sandy Loam,57.7,40.5,61,6.79,Wood Ash (Organic Potash)
Brinjal,Vegetative,Reddish Soil,87.2,22.4,35.7,6.88,Neem Cake
Brinjal,Flowering,Black Soil,62.6,46.6,43.3,6.76,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Seedling,Black Soil,22.2,13,11.3,7.41,Jeevamrut
Brinjal,Seedling,Black Soil,31.1,10.6,15.8,6.78,Cow Manure Compost
Brinjal,Flowering,Sandy Loam,56.6,44.4,47.9,6.53,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Seedling,Sandy Loam,20.2,15.6,15.7,6.71,Cow Manure Compost + Urea (46% N) (small dose)
Brinjal,Flowering,Sandy Loam,63,37,53.3,6.33,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Seedling,Black Soil,29,17,14.3,7.13,Vermicompost
Brinjal,Seedling,Reddish Soil,22.9,14.9,24.3,6.38,Cow Manure Compost
Brinjal,Seedling,Black Soil,33.9,11.6,24.5,6.71,Jeevamrut
Brinjal,Flowering,Reddish Soil,57.1,42.3,46.7,6.55,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Fruiting,Reddish Soil,51.3,44.5,65.8,6.35,Cow Manure Compost
Brinjal,Seedling,Sandy Loam,30.5,17.9,19.4,6.35,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Vegetative,Black Soil,62,39.5,32.2,6.98,Neem Cake
Brinjal,Seedling,Reddish Soil,33.6,15.9,11.3,6.45,Cow Manure Compost
Brinjal,Vegetative,Reddish Soil,68.9,22.5,41.9,6.36,Vermicompost
Brinjal,Vegetative,Black Soil,67.3,39.3,44.2,6.75,Seaweed Extract
Brinjal,Vegetative,Reddish Soil,77,35.3,27.7,6.23,Neem Cake
Brinjal,Seedling,Black Soil,31.5,19.3,13.1,7.3,Cow Manure Compost
Brinjal,Fruiting,Sandy Loam,55.7,43.2,85.4,6.33,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Fruiting,Sandy Loam,59.7,37.7,79.4,7.03,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Fruiting,Black Soil,47.4,42,64.7,7.47,Wood Ash (Organic Potash)
Brinjal,Vegetative,Black Soil,67.7,29.3,27.7,7.43,Seaweed Extract
Brinjal,Seedling,Reddish Soil,21.3,18.1,21.6,6.92,Cow Manure Compost + Urea (46% N) (small dose)
Brinjal,Fruiting,Reddish Soil,47.4,25.3,69.1,6.7,Vermicompost
Brinjal,Vegetative,Reddish Soil,83.5,27.9,37.9,6.15,Neem Cake + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Vegetative,Reddish Soil,73.3,32.4,40.4,6.1,Neem Cake + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Flowering,Black Soil,59,38.1,54.7,6.79,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Seedling,Reddish Soil,34,13.1,23,6.76,Cow Manure Compost
Brinjal,Vegetative,Sandy Loam,73.3,23.4,42.5,6.9,Seaweed Extract
Brinjal,Flowering,Reddish Soil,50.8,43.1,43.9,6.95,Bone Meal
Brinjal,Seedling,Reddish Soil,27.7,19.4,10.7,6.35,Cow Manure Compost
Brinjal,Vegetative,Reddish Soil,69.7,38.9,30.7,6.46,Neem Cake
Brinjal,Vegetative,Sandy Loam,64.3,37.2,31.2,6.86,Seaweed Extract
Brinjal,Fruiting,Sandy Loam,58.9,33.2,86.3,6.5,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Vegetative,Sandy Loam,62.6,33,38.1,7.16,Seaweed Extract
Brinjal,Flowering,Sandy Loam,66.2,43.8,49.5,6.9,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Vegetative,Sandy Loam,74.9,24.3,26.2,6.53,Neem Cake
Brinjal,Seedling,Reddish Soil,26,13.2,17,6.29,Vermicompost
Brinjal,Seedling,Sandy Loam,32,14.3,21.8,6.66,Jeevamrut + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Fruiting,Sandy Loam,58,42.1,63.4,6.55,Wood Ash (Organic Potash)
Brinjal,Vegetative,Reddish Soil,70.5,27.5,35.7,6,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Flowering,Sandy Loam,54.5,44.3,53.9,6.73,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Flowering,Black Soil,55.4,36.3,37.5,7.16,Bone Meal
Brinjal,Fruiting,Black Soil,57,35.6,60.8,6.75,Cow Manure Compost
Brinjal,Flowering,Black Soil,57.2,40.7,54.9,6.97,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Fruiting,Black Soil,59.3,42.5,63.8,7.37,Cow Manure Compost
Brinjal,Vegetative,Black Soil,61.2,27.2,41.5,7.2,Neem Cake
Brinjal,Flowering,Black Soil,60.1,45.3,44.7,6.65,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Flowering,Black Soil,52,48.2,51.4,7.26,Vermicompost
Brinjal,Flowering,Reddish Soil,62.8,31.5,37.7,6.64,Bone Meal
Brinjal,Flowering,Reddish Soil,62.8,30.5,43.6,6.88,Vermicompost + Bone Meal
Brinjal,Vegetative,Reddish Soil,77.6,31.7,33.9,6.84,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Fruiting,Black Soil,47.1,37.6,63.6,7.49,Wood Ash (Organic Potash)
Brinjal,Seedling,Sandy Loam,30.4,10.4,22.6,6.65,Vermicompost
Brinjal,Flowering,Sandy Loam,61.4,31.3,37.3,6.8,Seaweed Extract + Bone Meal
Brinjal,Fruiting,Reddish Soil,54,31.7,73.1,6.26,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Fruiting,Sandy Loam,54.9,33.6,88.7,6.41,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Seedling,Sandy Loam,29.1,15.9,15.5,6.69,Vermicompost
Brinjal,Vegetative,Sandy Loam,76.1,20.5,33.9,6.98,Vermicompost
Brinjal,Fruiting,Reddish Soil,45.8,37.4,83.3,6.5,Cow Manure Compost
Brinjal,Fruiting,Black Soil,46.1,41.7,75.4,7.03,Wood Ash (Organic Potash)
Brinjal,Flowering,Reddish Soil,64.5,47.9,37.4,6.99,Seaweed Extract
Brinjal,Seedling,Reddish Soil,21.8,12.5,23.8,6.58,Jeevamrut + Urea (46% N) (small dose)
Brinjal,Flowering,Sandy Loam,68.7,46.2,51.7,6.29,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Flowering,Black Soil,54.4,33.3,43.1,7.43,Vermicompost
Brinjal,Seedling,Black Soil,34.4,14.4,17.3,6.85,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Fruiting,Reddish Soil,52.2,25.2,85.2,6.03,Cow Manure Compost
Brinjal,Vegetative,Black Soil,89.6,29.7,28.6,7.39,Vermicompost
Brinjal,Flowering,Sandy Loam,60.3,46.6,43.9,6.77,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Flowering,Black Soil,56,32,40.4,7.32,Vermicompost
Brinjal,Flowering,Reddish Soil,51,30.9,49.4,6.44,Vermicompost + Bone Meal
Brinjal,Fruiting,Reddish Soil,57,25.6,68.2,6.03,Cow Manure Compost
Brinjal,Vegetative,Reddish Soil,80.1,23.2,34.7,6.74,Seaweed Extract
Brinjal,Vegetative,Reddish Soil,80,38.2,31.9,6.62,Neem Cake + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Flowering,Sandy Loam,61.1,49.7,49.6,6.98,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Vegetative,Reddish Soil,85.5,29.7,33.3,6.98,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Fruiting,Reddish Soil,63,32.9,67.4,6.45,Wood Ash (Organic Potash)
Brinjal,Seedling,Sandy Loam,27.6,14.2,16,6.23,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Fruiting,Black Soil,57.5,43.9,77.4,7.04,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Vegetative,Sandy Loam,68.1,24.1,38.1,6.62,Neem Cake
Brinjal,Fruiting,Black Soil,47.1,29.8,88.5,6.81,Wood Ash (Organic Potash)
Brinjal,Vegetative,Sandy Loam,88.7,22,25.3,6.36,Vermicompost
Brinjal,Fruiting,Sandy Loam,46.9,36.8,76,6.47,Wood Ash (Organic Potash)
Brinjal,Flowering,Reddish Soil,57.4,40.1,46.2,6.73,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Brinjal,Fruiting,Sandy Loam,48.6,43.8,82.7,6.41,Cow Manure Compost
Brinjal,Vegetative,Black Soil,88.8,30.8,25.3,6.76,Seaweed Extract
Brinjal,Vegetative,Sandy Loam,67.9,20.2,35.4,6.81,Seaweed Extract
Brinjal,Flowering,Black Soil,52.9,42.9,39.7,6.66,Vermicompost
Brinjal,Vegetative,Sandy Loam,89.2,24.6,40.5,6.54,Vermicompost
Brinjal,Vegetative,Sandy Loam,62,34.5,41.1,6.49,Vermicompost
Brinjal,Seedling,Black Soil,33,10.9,21.7,7.35,Vermicompost
