District,Month,Soil_Type,N,P,K,pH,Temperature_C,Humidity_%,Rainfall_mm,Sunlight_lux,Recommended_Crop
Solapur,July,Red,103,59,44,6.75,20,67,57,55344,Tomato
Solapur,June,Red,100,42,54,6.56,27,45,105,30365,Tomato
Solapur,August,Loamy,108,46,47,6.67,21,41,57,32378,Tomato
Solapur,June,Black,117,55,59,6.9,29,42,84,58302,Tomato
Sangli,January,Loamy,90,58,50,6.01,24,74,87,63687,Tomato
Sangli,January,Loamy,94,50,42,6.94,24,60,59,40776,Tomato
Sangli,March,Loamy,81,49,50,6.58,22,62,73,63418,Tomato
Sangli,February,Loamy,107,44,44,7.0,21,43,91,54229,Tomato
Solapur,November,Loamy,97,57,50,6.17,24,62,90,30570,Tomato
Solapur,September,Black,89,58,40,6.64,23,40,64,46999,Tomato
Sangli,June,Red,96,53,53,6.06,21,72,108,67930,Tomato
Solapur,December,Red,99,45,42,6.64,29,69,62,49404,Tomato
Sangli,May,Black,117,41,43,6.08,27,83,89,41413,Tomato
Sangli,August,Black,119,56,59,6.88,26,55,94,55530,Tomato
Solapur,August,Loamy,102,48,42,6.2,24,81,106,63998,Tomato
Solapur,May,Red,99,46,51,6.82,29,69,78,52418,Tomato
Sangli,November,Red,86,51,41,6.47,21,77,59,61647,Tomato
Sangli,May,Loamy,116,47,47,6.44,27,62,60,54685,Tomato
Sangli,August,Black,109,49,46,6.37,23,52,85,41349,Tomato
Sangli,February,Red,103,41,50,6.56,24,77,59,31447,Tomato
Sangli,August,Loamy,102,56,40,6.46,29,81,102,57413,Tomato
Solapur,September,Red,91,47,56,6.86,26,78,62,65871,Tomato
Solapur,August,Red,106,57,52,6.74,25,58,109,61480,Tomato
Solapur,February,Loamy,118,43,47,6.2,20,76,55,67842,Tomato
Solapur,September,Red,93,43,46,6.93,25,77,102,39949,Tomato
Solapur,December,Loamy,113,55,45,6.97,27,45,81,41874,Tomato
Sangli,March,Loamy,91,56,44,6.18,28,80,80,59437,Tomato
Solapur,October,Loamy,101,43,52,6.62,29,59,103,49363,Tomato
Solapur,January,Loamy,92,56,47,6.92,26,47,57,63082,Tomato
Sangli,November,Black,118,44,56,6.77,26,41,66,30870,Tomato
Solapur,February,Black,109,57,52,6.67,24,56,89,36771,Tomato
Solapur,September,Red,110,59,40,6.85,28,40,93,65554,Tomato
Solapur,February,Black,111,54,51,6.72,28,47,76,45549,Tomato
Sangli,January,Loamy,119,49,58,6.75,20,72,81,39940,Tomato
Solapur,August,Loamy,85,57,45,6.02,22,47,98,50706,Tomato
Solapur,November,Black,100,58,41,6.67,22,78,77,40234,Tomato
Solapur,June,Loamy,117,41,45,6.95,22,43,98,41939,Tomato
Sangli,April,Red,111,56,48,6.35,22,74,105,44330,Tomato
Sangli,January,Red,97,55,47,6.54,27,63,53,50389,Tomato
Sangli,November,Black,95,51,53,6.45,21,42,73,61349,Tomato
Sangli,September,Red,99,47,49,6.18,27,44,116,49738,Tomato
Sangli,January,Loamy,114,51,48,6.66,29,73,99,69763,Tomato
Sangli,July,Loamy,80,41,42,6.34,28,59,98,30627,Tomato
Sangli,May,Red,112,59,45,6.68,29,54,95,53576,Tomato
Solapur,August,Black,84,45,56,6.05,26,43,67,42948,Tomato
Sangli,March,Red,119,42,47,6.4,28,47,110,50671,Tomato
Solapur,October,Black,116,52,45,6.21,28,41,114,44011,Tomato
Solapur,November,Loamy,105,52,47,6.3,25,67,107,52484,Tomato
Sangli,February,Loamy,110,59,51,6.52,25,79,50,50288,Tomato
Solapur,October,Red,100,54,56,6.08,22,84,57,69613,Tomato
Solapur,January,Black,105,52,56,6.83,25,74,63,39968,Tomato
Solapur,May,Loamy,85,44,56,6.42,21,65,96,47369,Tomato
Sangli,June,Red,97,43,56,6.93,26,83,64,42306,Tomato
Solapur,November,Loamy,114,56,42,6.35,23,74,81,40283,Tomato
Sangli,August,Black,96,46,50,6.96,22,71,85,39343,Tomato
Sangli,May,Loamy,83,47,55,6.83,23,84,77,35313,Tomato
Solapur,March,Red,87,54,50,6.26,26,84,115,66343,Tomato
Sangli,March,Loamy,95,42,49,6.31,21,44,88,53099,Tomato
Sangli,November,Red,102,44,45,6.94,23,68,72,48437,Tomato
Sangli,October,Red,94,47,48,6.31,23,45,112,33722,Tomato
Solapur,January,Loamy,83,56,48,6.21,25,45,84,47600,Tomato
Sangli,June,Loamy,90,52,49,6.03,26,53,67,44586,Tomato
Solapur,September,Loamy,89,58,54,6.42,23,62,79,65739,Tomato
Sangli,August,Loamy,104,49,53,6.72,29,69,90,63816,Tomato
Sangli,March,Red,89,42,50,6.02,24,61,94,57526,Tomato
Solapur,January,Red,81,51,49,6.93,20,57,108,31881,Tomato
Sangli,June,Black,91,52,43,6.97,21,65,108,34686,Tomato
Solapur,August,Loamy,119,51,52,6.83,20,56,85,55095,Tomato
Solapur,October,Red,108,54,51,6.29,26,55,63,31094,Tomato
Solapur,April,Black,116,42,54,6.39,23,58,70,52692,Tomato
Solapur,July,Black,99,45,43,6.41,21,44,103,50323,Tomato
Sangli,March,Loamy,113,52,50,6.64,23,61,101,60062,Tomato
Sangli,September,Loamy,98,45,45,6.88,28,59,58,47695,Tomato
Sangli,February,Red,84,59,50,6.36,29,43,93,60497,Tomato
Solapur,October,Black,110,46,43,6.98,22,60,110,65230,Tomato
Solapur,May,Red,89,41,41,6.33,20,71,65,53853,Tomato
Solapur,May,Loamy,103,40,50,6.56,23,46,75,54881,Tomato
Sangli,January,Black,90,40,54,6.21,29,46,51,60313,Tomato
Sangli,April,Loamy,105,50,47,6.09,22,51,116,32537,Tomato
Solapur,January,Red,81,56,55,6.01,25,69,87,66635,Tomato
Solapur,October,Red,119,40,52,6.66,25,81,96,59092,Tomato
Sangli,June,Black,99,57,50,6.11,21,71,115,35543,Tomato
Solapur,December,Red,88,49,41,6.84,26,41,114,45995,Tomato
Sangli,August,Red,106,41,53,6.4,24,67,73,57540,Tomato
Sangli,May,Red,103,53,41,6.92,25,45,85,43731,Tomato
Sangli,April,Black,111,40,52,6.68,21,77,116,47046,Tomato
Sangli,November,Loamy,84,43,47,6.13,26,70,119,37148,Tomato
Solapur,July,Red,111,54,51,6.92,25,83,54,66634,Tomato
Sangli,July,Loamy,93,54,50,6.0,22,56,103,34054,Tomato
Sangli,August,Black,99,42,44,6.51,25,64,71,64753,Tomato
Solapur,May,Loamy,104,47,40,6.31,26,71,88,34078,Tomato
Sangli,August,Loamy,108,55,42,6.89,22,40,107,53988,Tomato
Solapur,January,Black,81,59,45,6.59,22,72,52,57332,Tomato
Solapur,December,Black,99,48,46,6.87,25,58,94,69099,Tomato
Solapur,June,Loamy,101,50,58,6.23,27,81,75,63066,Tomato
Solapur,December,Black,99,58,55,6.11,26,53,60,40905,Tomato
Sangli,November,Loamy,117,41,50,6.27,25,77,91,47627,Tomato
Solapur,March,Loamy,86,50,46,6.47,28,51,75,31893,Tomato
Sangli,December,Loamy,116,53,55,6.06,28,43,98,44342,Tomato
Sangli,October,Loamy,107,48,52,6.12,28,65,74,62284,Tomato
Solapur,January,Red,93,42,56,6.11,23,68,94,44414,Tomato
Sangli,August,Black,117,49,54,6.62,25,77,113,41350,Tomato
Solapur,October,Loamy,101,56,57,6.2,29,49,106,30390,Tomato
Sangli,February,Red,106,59,40,6.13,24,73,53,55488,Tomato
Sangli,November,Red,105,43,40,6.04,21,48,110,34386,Tomato
Sangli,August,Loamy,115,57,59,6.08,28,57,77,30507,Tomato
Solapur,March,Loamy,110,43,44,6.08,29,78,53,37837,Tomato
Sangli,November,Red,91,43,57,6.31,26,40,107,40073,Tomato
Solapur,October,Black,85,45,51,6.04,25,58,67,40846,Tomato
Sangli,May,Red,112,49,44,6.79,26,48,70,56140,Tomato
Solapur,November,Red,94,41,59,6.02,25,57,52,56347,Tomato
Sangli,May,Red,112,51,50,6.83,21,43,71,47857,Tomato
Sangli,June,Red,104,55,53,6.16,22,48,107,67292,Tomato
Sangli,May,Loamy,84,49,49,6.54,29,54,78,56478,Tomato
Solapur,March,Red,107,54,42,6.05,25,52,68,49522,Tomato
Sangli,August,Loamy,99,54,43,6.01,22,84,57,41279,Tomato
Solapur,March,Black,93,52,46,6.1,25,73,90,64581,Tomato
Sangli,January,Black,80,49,50,6.59,27,64,99,62088,Tomato
Solapur,December,Red,93,48,43,6.36,25,44,92,57672,Tomato
Sangli,November,Red,107,57,58,6.33,28,79,117,47197,Tomato
Solapur,February,Loamy,105,47,45,6.73,26,69,94,33340,Tomato
Solapur,September,Red,97,54,57,6.68,26,84,96,34683,Tomato
Solapur,February,Loamy,90,58,42,6.32,29,53,94,39643,Tomato
Sangli,September,Black,101,58,57,6.81,20,58,77,35296,Tomato
Solapur,October,Loamy,113,42,47,6.55,26,61,65,53067,Tomato
Sangli,March,Black,87,51,47,6.13,28,40,55,34758,Tomato
Solapur,July,Loamy,102,52,50,6.35,20,60,106,61334,Tomato
Solapur,November,Black,97,58,54,6.03,29,46,99,48771,Tomato
Solapur,June,Loamy,88,52,47,6.61,20,62,69,42021,Tomato
Solapur,December,Black,107,48,41,6.29,21,80,55,69932,Tomato
Sangli,June,Black,90,53,41,6.94,26,74,73,35650,Tomato
Sangli,January,Black,103,52,42,6.9,23,64,94,34603,Tomato
Sangli,November,Red,104,55,41,6.63,26,58,74,37349,Tomato
Solapur,September,Black,98,40,41,6.18,27,57,83,54920,Tomato
Solapur,June,Black,85,48,55,6.18,29,49,79,53283,Tomato
Sangli,December,Black,88,54,43,6.65,28,84,58,36297,Tomato
Sangli,January,Loamy,114,59,44,6.46,23,54,67,47006,Tomato
Sangli,April,Red,89,48,47,6.64,28,69,60,68498,Tomato
Solapur,October,Black,115,52,51,6.36,27,48,101,62966,Tomato
Sangli,June,Loamy,118,47,46,6.08,29,44,80,37601,Tomato
Sangli,December,Loamy,96,52,41,6.97,29,78,119,41970,Tomato
Sangli,March,Red,90,59,44,6.23,22,55,117,31515,Tomato
Solapur,March,Loamy,93,56,58,6.96,26,69,98,62728,Tomato
Sangli,June,Loamy,87,57,55,6.81,29,56,112,63798,Tomato
Solapur,October,Red,115,45,57,6.95,28,56,95,45511,Tomato
Solapur,October,Loamy,113,42,50,6.86,22,65,97,51045,Tomato
Sangli,July,Red,87,58,59,6.29,25,46,58,56220,Tomato
Solapur,August,Red,83,42,42,6.17,27,46,76,30463,Tomato
Sangli,July,Loamy,90,49,40,6.19,23,76,108,46766,Tomato
Solapur,March,Black,111,42,59,6.93,22,53,112,64159,Tomato
Solapur,January,Loamy,97,57,53,6.33,25,66,64,67425,Tomato
Sangli,July,Loamy,82,54,52,6.3,27,79,110,40143,Tomato
Sangli,April,Black,92,40,41,6.37,28,68,80,33775,Tomato
Solapur,September,Red,93,47,41,6.07,28,69,110,44626,Tomato
Solapur,February,Red,96,55,41,6.93,26,73,55,40832,Tomato
Solapur,September,Black,84,59,55,6.38,24,79,118,31449,Tomato
Solapur,February,Black,115,41,45,6.73,20,57,114,69008,Tomato
Solapur,August,Black,97,50,40,6.72,28,75,109,58229,Tomato
Sangli,February,Loamy,103,56,52,6.08,25,52,92,46678,Tomato
Solapur,October,Black,94,57,58,6.03,21,43,116,64886,Tomato
Sangli,February,Red,86,47,45,6.25,20,43,98,38243,Tomato
Sangli,November,Black,100,53,48,6.01,29,45,69,68871,Tomato
Solapur,June,Black,103,54,46,6.19,28,74,111,52813,Tomato
Solapur,June,Loamy,99,58,48,6.54,20,70,79,32159,Tomato
Sangli,July,Red,96,45,53,6.67,27,61,116,45927,Tomato
Solapur,March,Black,113,42,57,6.19,23,60,119,56532,Tomato
Solapur,March,Black,106,55,51,6.44,25,79,75,32895,Tomato
Sangli,January,Red,96,46,51,6.61,21,84,117,51709,Tomato
Sangli,July,Loamy,81,49,57,6.31,24,51,119,35269,Tomato
Sangli,September,Black,85,58,57,6.22,20,62,72,35529,Tomato
Solapur,July,Loamy,106,40,54,6.7,26,66,106,65908,Tomato
Solapur,February,Loamy,112,55,45,6.38,29,74,116,65228,Tomato
Sangli,January,Black,102,46,42,6.83,21,82,56,50028,Tomato
Sangli,April,Red,118,49,46,6.82,23,60,109,53760,Tomato
Solapur,October,Loamy,91,55,48,6.53,20,41,85,52641,Tomato
Solapur,September,Loamy,101,40,50,6.06,24,82,87,34136,Tomato
Solapur,August,Red,112,56,44,6.85,28,63,58,49267,Tomato
Solapur,January,Black,109,47,50,6.24,21,68,73,55161,Tomato
Solapur,January,Red,99,44,52,6.33,28,53,98,62924,Tomato
Solapur,April,Red,99,54,50,6.05,24,58,101,44873,Tomato
Solapur,October,Red,107,56,57,6.83,22,41,91,30786,Tomato
Solapur,December,Black,91,56,42,6.43,26,65,101,69779,Tomato
Solapur,June,Loamy,115,55,40,6.05,29,55,65,40681,Tomato
Sangli,July,Red,95,59,55,6.66,29,65,82,47107,Tomato
Solapur,March,Black,105,50,41,6.43,20,51,93,52432,Tomato
Solapur,August,Red,113,51,55,6.0,21,81,72,45613,Tomato
Sangli,December,Red,99,59,53,6.6,27,41,65,41819,Tomato
Solapur,June,Black,115,57,51,6.84,25,69,100,35190,Tomato
Sangli,March,Red,99,50,44,6.78,24,50,64,42479,Tomato
Solapur,October,Black,102,44,48,6.64,25,56,75,67268,Tomato
Sangli,May,Black,90,45,47,6.93,22,53,63,50107,Tomato
Sangli,December,Loamy,113,48,49,6.73,20,42,111,41998,Tomato
Solapur,January,Loamy,83,49,52,6.71,24,61,53,32244,Tomato
Solapur,February,Black,89,41,45,6.19,22,50,112,57518,Tomato
Sangli,September,Red,87,50,43,6.2,23,47,85,53004,Tomato
Sangli,December,Black,93,55,57,6.28,24,83,99,38669,Tomato
Solapur,April,Loamy,86,48,40,6.72,25,83,93,68729,Tomato
Solapur,October,Red,96,58,57,6.06,22,49,70,51751,Tomato
Sangli,May,Black,118,40,57,6.07,28,71,97,47400,Tomato
Sangli,October,Red,95,45,36,6.1,29,62,68,52302,Brinjal
Sangli,July,Black,90,36,52,5.65,26,73,59,50914,Brinjal
Sangli,June,Red,93,42,46,5.85,28,50,41,45577,Brinjal
Sangli,January,Loamy,82,42,38,6.77,23,76,69,62018,Brinjal
Sangli,July,Loamy,85,35,46,6.89,26,47,57,50536,Brinjal
Sangli,May,Red,99,47,53,6.01,31,79,98,39465,Brinjal
Solapur,December,Red,80,46,52,6.07,27,51,41,61358,Brinjal
Solapur,July,Red,95,46,50,5.55,30,71,54,33044,Brinjal
Solapur,May,Loamy,79,54,47,5.91,23,54,81,47143,Brinjal
Solapur,July,Loamy,84,50,38,6.63,22,43,50,50900,Brinjal
Solapur,May,Black,96,41,42,5.81,25,79,55,61390,Brinjal
Solapur,October,Black,81,39,50,5.56,30,51,44,57573,Brinjal
Sangli,June,Loamy,74,36,48,5.78,28,81,84,32637,Brinjal
Solapur,October,Red,73,35,41,6.55,29,76,90,69288,Brinjal
Solapur,June,Loamy,74,53,53,5.81,27,43,70,33985,Brinjal
Sangli,August,Black,92,46,36,6.7,24,48,92,67521,Brinjal
Solapur,March,Red,103,43,48,6.09,30,84,89,57675,Brinjal
Sangli,December,Black,103,44,35,5.75,31,56,87,45194,Brinjal
Sangli,March,Red,108,51,40,6.69,25,48,43,48646,Brinjal
Sangli,January,Loamy,100,49,49,6.97,24,82,73,66790,Brinjal
Sangli,January,Red,85,49,47,6.8,25,55,69,45339,Brinjal
Sangli,April,Loamy,91,51,52,6.79,28,51,94,51972,Brinjal
Sangli,April,Loamy,100,54,49,6.73,26,60,54,45504,Brinjal
Sangli,May,Black,88,47,52,5.76,25,75,59,45155,Brinjal
Solapur,December,Loamy,73,36,36,6.01,31,71,81,59992,Brinjal
Solapur,July,Black,79,44,40,6.03,24,60,47,47264,Brinjal
Solapur,May,Red,90,51,43,5.57,31,70,91,33516,Brinjal
Sangli,June,Loamy,88,38,52,5.52,29,72,68,33626,Brinjal
Solapur,April,Red,79,40,35,6.68,26,67,55,60519,Brinjal
Sangli,July,Red,94,39,52,5.99,30,68,58,31407,Brinjal
Solapur,January,Black,72,44,37,5.62,24,64,84,63765,Brinjal
Solapur,July,Black,103,50,40,6.0,22,62,48,47232,Brinjal
Solapur,February,Loamy,88,41,44,6.94,25,48,56,67146,Brinjal
Solapur,February,Loamy,105,53,51,5.82,23,46,56,35670,Brinjal
Sangli,August,Black,73,40,39,5.59,25,63,68,66877,Brinjal
Solapur,February,Red,88,46,52,6.06,29,50,74,51782,Brinjal
Solapur,January,Loamy,101,43,49,5.55,24,61,66,66160,Brinjal
Solapur,January,Black,70,44,49,5.72,28,61,57,46301,Brinjal
Sangli,November,Red,108,51,52,6.8,27,70,73,46198,Brinjal
Sangli,February,Red,78,43,48,5.69,24,74,57,68285,Brinjal
Sangli,April,Loamy,89,46,36,6.29,27,70,62,67679,Brinjal
Sangli,June,Loamy,73,49,35,6.62,31,44,83,57433,Brinjal
Sangli,December,Loamy,87,36,44,6.28,31,56,43,40566,Brinjal
Sangli,September,Loamy,108,36,40,6.24,31,73,83,47485,Brinjal
Sangli,February,Black,101,37,37,5.7,31,42,51,39484,Brinjal
Sangli,February,Red,108,51,54,5.82,26,71,49,58552,Brinjal
Solapur,March,Black,93,40,38,6.81,24,42,43,53544,Brinjal
Solapur,August,Red,104,46,42,5.64,27,56,75,63122,Brinjal
Solapur,September,Red,82,54,36,5.99,31,61,86,38418,Brinjal
Sangli,October,Black,89,41,41,5.58,30,84,51,31548,Brinjal
Sangli,October,Black,109,50,47,5.5,29,44,65,40109,Brinjal
Solapur,May,Red,103,37,42,5.54,28,84,41,63861,Brinjal
Solapur,April,Black,103,52,50,6.2,28,78,56,33990,Brinjal
Solapur,June,Red,71,54,49,6.47,29,76,88,68176,Brinjal
Sangli,February,Loamy,74,41,52,6.46,26,76,69,59150,Brinjal
Sangli,October,Loamy,87,35,50,5.66,24,73,67,56973,Brinjal
Solapur,September,Loamy,74,41,47,6.61,31,84,66,40367,Brinjal
Solapur,October,Loamy,107,39,36,6.95,31,70,58,48312,Brinjal
Sangli,June,Black,108,38,37,6.68,25,50,72,31893,Brinjal
Sangli,November,Loamy,102,41,40,6.96,25,50,86,67201,Brinjal
Solapur,January,Loamy,104,37,41,6.65,27,59,42,40942,Brinjal
Solapur,February,Red,79,39,43,6.14,27,70,49,65953,Brinjal
Sangli,April,Red,90,51,49,6.96,22,42,49,58036,Brinjal
Sangli,October,Black,90,47,40,5.96,31,47,44,60461,Brinjal
Solapur,November,Black,85,39,37,6.8,29,55,94,57370,Brinjal
Solapur,February,Red,96,40,40,6.76,29,47,72,42916,Brinjal
Solapur,June,Black,77,53,54,6.27,23,68,87,68553,Brinjal
Sangli,June,Black,106,41,43,6.76,27,67,87,34773,Brinjal
Solapur,May,Black,78,47,53,5.89,29,62,68,36697,Brinjal
Solapur,October,Black,96,48,36,6.51,26,66,40,45958,Brinjal
Sangli,October,Black,72,40,40,6.67,31,57,62,55601,Brinjal
Sangli,June,Black,89,41,50,5.95,22,56,98,68784,Brinjal
Solapur,April,Black,99,43,49,6.68,28,50,63,35077,Brinjal
Sangli,December,Black,95,47,35,5.52,31,74,63,69451,Brinjal
Sangli,August,Loamy,86,53,49,5.74,30,73,50,57328,Brinjal
Solapur,October,Loamy,73,45,39,6.11,31,50,57,39318,Brinjal
Solapur,October,Red,92,41,41,6.87,28,65,72,52372,Brinjal
Sangli,February,Black,76,38,54,6.18,25,71,67,49643,Brinjal
Sangli,March,Red,105,50,53,6.69,24,61,63,31132,Brinjal
Sangli,May,Black,105,38,38,6.89,26,57,89,67777,Brinjal
Sangli,February,Black,105,46,41,5.53,27,65,60,59883,Brinjal
Solapur,March,Black,100,48,51,5.75,25,53,98,51602,Brinjal
Sangli,July,Red,89,36,53,5.84,26,57,55,50619,Brinjal
Solapur,July,Red,81,37,39,6.64,31,71,49,57818,Brinjal
Solapur,May,Black,78,51,35,6.21,23,48,96,32509,Brinjal
Solapur,June,Red,98,49,38,6.44,30,83,78,30719,Brinjal
Solapur,March,Loamy,107,47,44,6.86,25,64,96,53525,Brinjal
Solapur,April,Loamy,83,35,54,6.87,23,83,44,45733,Brinjal
Solapur,September,Red,101,35,37,5.65,24,65,96,42061,Brinjal
Solapur,October,Red,72,48,38,6.12,28,83,74,40550,Brinjal
Solapur,September,Red,100,46,49,6.89,23,52,85,30767,Brinjal
Sangli,November,Loamy,94,36,39,6.25,27,42,52,32073,Brinjal
Solapur,August,Black,75,45,51,6.83,22,75,41,40762,Brinjal
Solapur,February,Red,87,38,42,5.54,27,69,89,46874,Brinjal
Solapur,December,Red,77,36,49,6.94,25,79,64,39490,Brinjal
Solapur,November,Loamy,77,53,42,6.45,24,81,68,42454,Brinjal
Sangli,September,Black,88,39,53,5.9,28,46,65,67387,Brinjal
Sangli,May,Red,97,39,51,6.12,27,54,52,40912,Brinjal
Solapur,July,Black,87,52,50,6.55,22,65,87,64160,Brinjal
Sangli,February,Red,93,52,43,6.24,31,56,94,49641,Brinjal
Sangli,June,Red,75,41,46,6.45,27,62,87,59799,Brinjal
Sangli,September,Black,90,43,44,6.67,30,54,91,55473,Brinjal
Solapur,February,Loamy,103,37,40,6.07,31,45,94,45791,Brinjal
Sangli,January,Loamy,72,52,41,5.96,26,42,50,62888,Brinjal
Sangli,April,Black,70,52,46,5.62,23,76,84,62463,Brinjal
Sangli,August,Loamy,91,38,45,6.53,24,54,99,32024,Brinjal
Solapur,October,Black,101,53,36,5.9,23,77,70,31906,Brinjal
Sangli,October,Black,72,48,50,5.57,24,65,57,37766,Brinjal
Solapur,September,Black,90,44,40,6.28,25,67,84,31040,Brinjal
Solapur,November,Red,72,46,41,6.69,29,61,62,49613,Brinjal
Solapur,September,Black,80,39,37,6.35,23,63,70,38864,Brinjal
Solapur,May,Loamy,97,45,36,6.55,24,41,78,66964,Brinjal
Solapur,October,Black,90,54,40,6.5,30,41,96,39241,Brinjal
Sangli,September,Black,72,35,35,5.76,24,51,87,63688,Brinjal
Solapur,March,Loamy,81,39,36,6.44,30,42,99,49252,Brinjal
Sangli,May,Red,102,42,52,6.5,23,51,52,38169,Brinjal
Solapur,September,Red,101,50,49,6.17,29,62,89,44842,Brinjal
Sangli,February,Loamy,105,51,39,5.85,30,49,63,43265,Brinjal
Solapur,February,Loamy,73,39,50,6.18,31,57,68,41926,Brinjal
Solapur,January,Black,94,51,45,6.93,25,69,58,37860,Brinjal
Solapur,August,Black,87,48,35,6.75,23,48,72,31951,Brinjal
Solapur,June,Black,88,40,37,6.41,23,59,64,50823,Brinjal
Solapur,November,Loamy,85,51,50,6.53,24,55,79,59195,Brinjal
Solapur,January,Black,105,50,51,5.78,27,63,66,62408,Brinjal
Sangli,September,Black,107,37,54,6.66,22,40,76,63989,Brinjal
Solapur,February,Loamy,84,47,48,6.52,28,70,63,53866,Brinjal
Solapur,October,Black,83,42,38,5.62,29,84,93,42122,Brinjal
Solapur,November,Red,87,39,43,6.49,29,59,93,35993,Brinjal
Sangli,March,Red,97,37,45,7.0,22,78,75,42886,Brinjal
Solapur,December,Loamy,100,45,39,5.8,23,82,65,33435,Brinjal
Sangli,April,Loamy,73,52,40,6.46,31,50,67,39719,Brinjal
Sangli,November,Black,80,39,52,5.75,23,53,93,31737,Brinjal
Solapur,September,Loamy,80,46,46,5.76,28,53,95,30294,Brinjal
Solapur,May,Red,84,53,50,6.75,25,83,71,47558,Brinjal
Solapur,May,Red,77,43,53,6.35,26,57,72,53495,Brinjal
Solapur,January,Black,100,36,40,6.29,24,51,75,65851,Brinjal
Solapur,February,Red,84,51,41,5.67,22,71,85,62069,Brinjal
Solapur,August,Red,96,52,39,5.65,27,73,79,39166,Brinjal
Solapur,June,Red,93,35,52,6.76,30,82,67,40619,Brinjal
Solapur,July,Black,103,45,44,5.64,31,67,98,66561,Brinjal
Sangli,February,Red,77,38,38,6.66,22,73,69,61047,Brinjal
Solapur,October,Black,106,36,41,6.56,28,78,67,39677,Brinjal
Solapur,February,Red,73,44,52,6.03,30,46,77,63988,Brinjal
Solapur,December,Loamy,89,53,50,6.03,29,42,62,57398,Brinjal
Solapur,July,Red,103,44,53,6.61,24,57,80,67679,Brinjal
Solapur,October,Black,83,46,53,6.84,29,49,43,53698,Brinjal
Solapur,December,Black,83,35,50,5.68,27,42,76,43777,Brinjal
Solapur,February,Red,75,45,42,6.85,23,48,86,46608,Brinjal
Sangli,February,Loamy,77,39,35,6.77,29,84,58,49935,Brinjal
Solapur,January,Loamy,102,42,39,5.65,29,81,73,69287,Brinjal
Solapur,March,Red,76,49,54,6.55,24,63,73,47709,Brinjal
Sangli,November,Loamy,104,51,48,6.07,27,76,66,31831,Brinjal
Sangli,December,Loamy,86,35,49,6.23,27,55,68,64592,Brinjal
Sangli,January,Black,82,39,44,6.53,24,52,40,39491,Brinjal
Solapur,August,Red,78,51,43,6.11,31,64,88,60936,Brinjal
Solapur,June,Loamy,95,48,41,5.69,22,43,69,63547,Brinjal
Sangli,March,Black,100,40,45,6.71,25,55,46,30021,Brinjal
Solapur,November,Black,98,41,46,5.52,28,78,81,57197,Brinjal
Sangli,October,Black,103,47,47,6.51,25,64,63,36273,Brinjal
Solapur,February,Loamy,84,42,49,5.59,31,51,76,48120,Brinjal
Solapur,August,Red,96,47,47,6.74,31,82,93,63435,Brinjal
Solapur,September,Loamy,104,49,41,6.6,24,84,78,33190,Brinjal
Sangli,June,Red,77,51,54,6.63,22,81,51,57885,Brinjal
Sangli,November,Loamy,98,52,54,6.94,24,47,77,56149,Brinjal
Solapur,September,Red,100,46,46,5.78,30,78,81,67259,Brinjal
Sangli,September,Loamy,87,49,40,6.98,25,74,73,56853,Brinjal
Sangli,June,Black,74,52,50,6.65,31,61,70,63161,Brinjal
Sangli,September,Black,97,40,54,6.33,30,68,55,37213,Brinjal
Sangli,August,Loamy,89,53,48,6.39,23,73,50,31909,Brinjal
Sangli,January,Loamy,103,52,41,5.64,27,62,85,53351,Brinjal
Solapur,June,Black,72,40,54,6.02,22,49,74,45187,Brinjal
Sangli,February,Black,96,51,38,6.59,31,50,77,47221,Brinjal
Solapur,September,Red,103,38,39,6.43,29,51,60,67415,Brinjal
Solapur,March,Red,88,49,40,5.67,23,82,78,51168,Brinjal
Solapur,December,Black,79,41,48,5.86,22,75,60,46676,Brinjal
Sangli,August,Loamy,94,41,44,6.67,28,72,46,52538,Brinjal
Solapur,December,Loamy,73,38,47,6.78,31,76,78,67207,Brinjal
Sangli,January,Red,76,45,47,6.62,28,54,96,60794,Brinjal
Sangli,July,Loamy,98,36,50,6.51,26,56,60,57563,Brinjal
Sangli,March,Loamy,107,42,47,6.79,30,50,63,46956,Brinjal
Sangli,July,Black,108,53,40,6.25,28,41,58,64489,Brinjal
Sangli,January,Black,106,41,43,5.63,22,45,57,46475,Brinjal
Solapur,January,Black,82,39,54,5.94,24,57,80,36861,Brinjal
Solapur,November,Black,98,38,39,6.82,22,61,64,35622,Brinjal
Sangli,May,Red,90,47,39,6.01,31,78,59,56784,Brinjal
Sangli,August,Black,90,48,50,6.74,29,59,68,64523,Brinjal
Sangli,August,Loamy,94,53,35,6.87,27,49,57,68549,Brinjal
Sangli,January,Loamy,82,35,39,5.79,30,53,63,54386,Brinjal
Solapur,March,Loamy,99,37,50,6.86,22,79,88,33412,Brinjal
